failure,error_count,task_hour,day_of_month,day_of_week,robot_id_length,software_version_length,product_code_type,error_severity,hourly_error_rate
0,11,7,1,3,15,25,3,12,1
0,13,3,2,5,15,22,2,13,0
0,11,8,25,5,15,24,1,13,0
0,12,6,7,0,15,32,3,12,0
1,19,12,14,2,15,23,5,19,1
0,14,11,20,6,15,28,2,11,0
0,13,1,12,3,15,32,1,12,0
0,12,16,19,2,15,17,2,13,0
0,11,14,22,1,15,30,5,13,0
0,13,13,17,1,15,28,1,11,1
0,12,11,19,2,15,32,5,13,0
0,11,10,6,1,15,24,5,13,1
0,13,21,29,4,15,22,2,13,0
0,11,14,23,1,15,26,1,13,1
1,10,11,9,1,15,22,2,10,0
0,12,14,28,1,15,22,2,12,0
0,13,6,27,6,15,13,2,13,1
0,15,11,21,6,15,23,3,12,0
0,14,2,8,2,15,32,1,12,0
1,18,8,12,1,15,32,5,18,1
0,13,17,31,5,15,27,4,13,0
0,11,14,14,1,15,20,2,13,1
0,13,0,31,5,15,26,2,12,0
1,19,23,18,5,15,19,3,18,1
0,10,20,16,2,15,13,3,13,1
0,13,7,31,3,15,21,2,12,1
0,10,3,10,3,15,19,3,14,0
0,13,12,28,3,15,27,4,13,0
1,10,22,26,1,15,22,2,10,0
0,13,9,11,4,15,27,4,13,0
0,13,17,5,3,15,22,2,13,0
0,13,12,20,4,15,25,1,13,0
0,13,19,28,4,15,29,2,13,0
0,13,16,15,4,15,26,5,13,0
0,13,20,18,2,15,24,3,13,0
0,12,7,11,2,15,15,1,13,0
0,13,17,25,0,15,29,3,12,1
0,13,4,9,3,15,22,4,12,1
0,12,14,24,2,15,18,3,12,0
0,11,12,14,1,15,27,1,14,0
0,13,4,12,5,15,27,3,12,0
0,14,7,11,4,15,26,3,12,0
0,12,15,21,4,15,23,3,12,0
0,13,10,1,3,15,25,1,12,0
0,11,16,27,3,15,31,3,11,0
0,13,16,1,0,15,29,2,12,0
1,10,22,16,1,15,22,2,10,0
0,13,17,31,5,15,26,5,13,0
0,12,16,16,3,15,29,5,12,1
0,13,14,25,6,15,26,5,13,0
0,13,9,8,1,15,27,4,13,0
0,13,7,1,5,15,15,5,11,1
0,11,5,19,2,15,23,5,13,1
0,13,11,12,3,15,25,3,11,0
1,6,11,9,1,15,22,2,6,0
0,13,2,19,2,15,17,2,13,0
1,19,9,16,0,15,21,4,18,1
0,13,9,5,2,15,26,5,12,0
0,13,10,22,3,15,26,5,13,0
1,19,6,20,2,15,27,2,16,1
0,13,11,23,2,15,27,4,13,0
0,12,19,1,2,15,25,2,12,1
0,16,22,14,3,15,19,3,13,0
0,12,15,15,2,15,22,3,12,0
0,12,9,6,3,15,26,3,13,0
0,15,10,19,2,15,30,3,12,0
0,13,17,4,0,15,25,4,12,0
0,11,16,16,2,15,28,1,13,1
0,12,8,1,1,15,32,3,12,0
1,3,19,18,4,15,9,2,3,0
0,13,10,18,0,15,17,4,12,0
0,12,23,19,1,15,30,3,12,0
0,14,19,21,1,15,27,1,13,0
0,13,8,23,2,15,15,2,13,0
0,12,10,11,5,15,11,3,12,1
0,11,4,25,2,15,18,3,12,0
0,13,8,19,3,15,27,4,13,0
0,14,18,15,3,15,20,1,14,0
0,14,15,1,5,15,26,5,12,1
0,14,12,18,0,15,32,2,12,0
0,11,11,25,2,15,28,3,12,1
0,13,5,11,3,15,23,3,12,0
0,13,6,14,1,15,32,4,13,1
0,14,11,15,0,15,24,5,12,0
0,12,12,20,3,15,25,2,12,0
0,14,8,16,2,15,26,4,13,0
0,9,2,31,3,15,28,4,11,1
0,13,11,26,1,15,19,3,12,0
1,18,13,17,3,15,32,5,17,1
0,13,9,5,5,15,9,5,13,0
1,15,6,10,5,15,16,4,23,1
0,14,17,12,3,15,29,1,13,1
0,13,14,26,5,15,27,4,13,0
0,13,12,28,1,15,27,4,12,1
1,18,2,11,2,15,24,5,15,1
0,13,22,26,1,15,27,4,13,0
0,14,13,31,5,15,32,1,14,0
0,10,8,21,3,15,32,3,12,0
0,14,18,3,4,15,27,2,12,1
0,10,11,22,4,15,21,1,13,1
0,13,18,4,6,15,27,4,13,0
0,12,10,2,2,15,23,3,12,1
0,10,9,16,2,15,27,2,12,1
0,13,5,8,2,15,23,4,12,0
0,13,11,1,1,15,22,2,13,0
0,14,6,7,4,15,32,1,14,0
0,14,13,21,6,15,32,1,14,0
0,13,18,19,6,15,24,2,12,1
0,11,8,8,3,15,32,3,11,1
0,14,23,31,2,15,19,4,12,0
0,13,8,20,1,15,22,2,13,0
0,11,14,24,4,15,19,3,12,0
0,13,12,29,0,15,32,3,13,1
0,12,16,16,0,15,28,1,12,1
0,13,10,17,3,15,27,4,13,0
0,10,16,11,2,15,29,4,12,0
0,13,4,15,3,15,18,3,13,0
0,12,15,25,2,15,22,3,13,0
0,13,19,31,5,15,25,4,12,0
1,18,5,8,3,15,23,3,20,0
0,13,13,16,4,15,22,2,13,0
0,14,19,11,2,15,14,4,14,0
0,11,19,7,0,15,19,3,13,0
0,14,4,2,0,15,26,2,12,1
0,13,17,12,5,15,22,2,13,0
0,13,12,4,4,15,26,5,13,0
0,11,17,10,2,15,30,2,12,1
0,13,20,2,1,15,22,2,13,0
0,12,12,24,6,15,23,5,13,0
0,13,6,13,2,15,27,4,13,0
0,12,10,1,0,15,14,3,12,0
0,13,19,3,3,15,27,4,13,0
0,12,0,13,2,15,18,2,10,0
0,13,14,5,4,15,26,5,13,0
0,16,14,1,2,15,18,3,12,0
0,14,0,7,5,15,24,4,11,1
0,10,8,14,1,15,25,3,13,0
0,13,17,12,5,15,28,3,13,0
0,13,11,27,4,15,27,4,13,0
0,13,23,20,5,15,27,2,13,0
1,20,3,15,1,15,22,4,18,1
0,13,8,9,5,15,27,4,13,0
0,11,7,12,1,15,22,1,12,1
0,13,0,29,2,15,22,3,12,0
0,10,12,31,4,15,26,4,12,0
0,13,11,28,2,15,20,4,13,1
0,10,10,14,4,15,24,2,14,0
0,13,22,16,1,15,22,2,13,0
0,10,14,27,6,15,28,5,13,0
0,13,10,10,3,15,27,4,13,0
0,12,19,12,0,15,9,2,13,0
1,18,12,18,4,15,22,4,22,1
0,5,7,4,2,15,9,5,5,0
0,13,14,22,1,15,26,2,12,0
0,15,21,27,3,15,18,2,14,0
0,10,8,19,0,15,26,2,13,0
0,11,2,24,1,15,20,5,12,1
0,15,10,23,2,15,32,4,15,0
0,9,5,14,4,15,22,4,13,0
0,14,17,15,3,15,23,2,12,0
0,14,13,4,4,15,32,1,14,0
1,18,17,18,2,15,21,1,19,0
1,10,3,14,6,15,22,2,10,0
0,11,11,31,3,15,21,4,13,0
0,13,16,28,3,15,22,2,13,0
0,12,8,29,0,15,23,4,12,0
1,10,22,16,1,15,22,2,10,0
0,13,10,14,3,15,25,1,12,0
0,12,9,21,3,15,26,2,12,1
0,15,8,31,4,15,27,2,11,0
1,19,7,7,0,15,16,2,19,1
0,13,9,23,2,15,27,4,13,0
1,20,23,1,6,15,27,1,20,1
0,14,8,11,4,15,26,4,12,0
0,14,13,7,5,15,32,2,13,0
0,11,16,5,1,15,26,4,13,0
0,14,18,14,5,15,20,2,13,1
0,11,9,15,3,15,20,1,13,1
1,10,22,16,1,15,22,2,10,0
0,11,17,13,0,15,17,4,12,0
0,11,2,14,5,15,26,4,13,0
0,13,13,14,0,15,21,1,13,0
0,15,0,16,4,15,26,2,13,0
0,12,20,5,2,15,24,1,12,0
0,13,6,2,4,15,24,2,12,1
0,12,7,14,1,15,21,2,13,0
0,14,9,18,0,15,22,5,13,0
0,13,9,12,5,15,25,1,13,0
0,13,0,18,0,15,20,1,13,0
0,13,8,26,4,15,23,2,13,1
0,13,16,22,3,15,27,4,13,0
0,14,20,1,3,15,27,3,13,0
0,11,13,7,1,15,21,5,12,0
0,11,16,11,5,15,23,2,12,1
0,13,6,23,3,15,28,2,12,0
0,10,5,23,1,15,32,5,11,0
0,12,1,11,1,15,18,1,12,0
1,21,2,11,3,15,25,3,18,1
1,17,19,18,3,15,27,3,21,1
0,14,0,3,6,15,22,2,11,0
0,17,14,4,5,15,32,2,13,0
0,13,18,10,5,15,27,4,13,0
0,10,10,11,1,15,27,3,12,1
0,11,15,7,4,15,14,1,14,1
0,13,10,2,2,15,27,1,12,0
0,11,15,16,1,15,26,2,13,1
0,13,14,27,4,15,22,2,13,0
0,13,10,11,4,15,26,5,13,0
0,3,17,15,1,15,9,5,3,0
0,13,12,16,2,15,31,1,13,0
0,13,10,20,0,15,20,2,12,1
0,11,10,8,3,15,21,4,13,0
0,13,10,9,2,15,25,5,13,0
1,18,1,1,0,15,28,5,18,1
0,13,10,22,0,15,23,5,13,0
0,14,14,14,6,15,21,1,11,0
0,17,12,25,3,15,32,2,12,1
0,13,9,22,3,15,30,2,13,0
0,16,18,13,1,15,28,4,13,0
0,12,7,3,4,15,27,2,12,1
0,13,8,9,2,15,27,4,13,0
0,14,4,13,2,15,24,4,12,0
0,13,13,6,4,15,27,4,13,0
1,22,10,21,5,15,22,2,16,0
0,14,4,12,6,15,25,4,14,0
0,14,12,11,4,15,26,4,12,1
0,12,10,27,1,15,15,1,12,0
0,11,20,15,5,15,19,4,13,0
0,14,10,14,3,15,28,3,12,1
0,14,16,25,5,15,31,2,12,0
0,11,13,18,2,15,31,2,12,0
0,14,10,7,4,15,12,2,13,0
0,13,19,26,2,15,20,4,14,0
0,12,2,5,1,15,25,2,11,0
0,13,6,1,1,15,25,4,12,0
0,12,7,12,4,15,26,1,13,0
0,12,9,1,4,15,15,3,13,0
0,12,19,18,3,15,19,4,12,1
0,9,18,31,1,15,25,2,13,0
0,11,18,5,2,15,31,4,12,0
1,21,17,19,5,15,17,2,19,1
0,11,9,1,0,15,32,1,12,0
0,13,18,12,4,15,27,2,13,1
0,13,3,2,2,15,28,1,12,0
0,14,14,24,2,15,32,1,14,0
0,12,7,9,2,15,25,4,13,0
1,22,15,27,4,15,30,1,17,1
0,14,3,7,3,15,32,1,14,0
0,12,14,10,3,15,25,1,12,1
0,14,15,4,1,15,32,1,14,0
0,12,8,13,2,15,32,2,12,0
0,14,9,23,2,15,32,2,12,0
0,13,9,14,0,15,27,4,13,0
1,16,9,17,1,15,24,1,18,1
0,12,12,8,3,15,29,3,13,0
0,11,6,13,2,15,19,4,13,0
0,12,12,31,5,15,26,5,12,0
1,20,23,13,6,15,29,1,20,1
0,13,11,21,3,15,25,5,13,0
0,12,13,21,2,15,22,4,12,0
0,13,16,24,3,15,22,2,13,0
0,13,19,20,0,15,20,2,13,0
0,13,17,6,5,15,27,4,13,0
0,11,17,18,0,15,17,4,11,1
0,10,15,20,3,15,19,4,13,0
0,14,13,12,0,15,29,1,13,0
0,12,1,24,4,15,25,1,12,0
0,12,17,16,4,15,14,1,12,1
0,12,9,25,3,15,24,1,12,0
0,13,4,31,0,15,19,2,13,0
0,12,10,2,2,15,29,4,12,0
0,15,8,7,1,15,25,4,13,0
0,12,18,12,1,15,31,2,13,0
0,11,0,18,3,15,19,5,14,0
0,12,13,12,2,15,14,3,12,0
0,13,21,2,2,15,20,3,13,1
0,9,22,17,3,15,26,4,11,0
0,12,18,8,3,15,32,3,11,0
0,13,11,25,4,15,22,2,13,0
0,10,16,1,4,15,30,4,12,0
0,13,8,31,3,15,25,2,12,0
0,16,22,12,2,15,18,3,12,0
0,12,19,7,2,15,24,2,12,0
0,14,13,21,4,15,19,2,12,0
0,10,10,18,1,15,20,2,11,0
0,11,19,10,1,15,27,2,12,0
0,15,14,20,4,15,26,3,12,0
0,10,13,7,0,15,24,2,13,0
0,13,12,18,5,15,9,5,13,0
0,8,9,10,5,15,15,2,8,0
0,11,2,1,2,15,15,5,13,0
1,19,13,27,1,15,21,1,18,1
0,12,5,3,0,15,30,5,12,0
0,12,23,18,0,15,27,4,13,0
0,14,3,25,0,15,31,1,14,0
0,14,6,15,2,15,26,4,12,1
1,20,6,26,3,15,31,2,20,1
0,13,0,26,5,15,16,2,13,0
0,15,12,1,5,15,31,2,12,1
0,13,9,1,0,15,21,3,12,0
0,12,5,14,2,15,32,3,12,1
0,12,9,26,2,15,30,2,13,1
0,13,23,3,2,15,27,4,13,0
0,12,12,24,2,15,32,3,12,0
0,14,11,28,1,15,24,3,13,1
0,13,15,8,4,15,15,2,13,0
0,10,19,13,1,15,23,1,11,1
0,12,18,1,1,15,21,5,13,0
0,15,7,16,1,15,27,4,13,0
0,12,16,23,3,15,21,3,11,0
0,13,15,13,1,15,25,5,13,0
0,13,10,16,2,15,27,2,13,0
0,9,20,13,2,15,23,3,12,0
0,11,7,16,3,15,24,2,13,0
1,20,8,1,3,15,17,1,20,0
0,13,16,8,4,15,25,5,13,0
0,12,18,13,5,15,29,3,13,0
0,13,5,1,2,15,24,5,11,1
0,11,22,24,0,15,18,1,12,1
0,13,16,1,1,15,26,3,13,0
0,11,5,24,4,15,25,1,12,0
0,13,13,4,2,15,27,4,13,0
0,12,14,18,0,15,18,2,13,0
0,13,11,6,5,15,22,1,12,1
0,13,11,5,4,15,27,4,13,0
0,15,12,9,2,15,32,4,15,0
0,13,14,14,1,15,21,1,12,1
0,13,16,4,3,15,25,5,13,0
0,12,16,28,3,15,11,3,13,0
0,11,4,23,0,15,19,2,12,0
0,11,13,21,5,15,26,3,13,1
0,13,7,8,1,15,26,5,13,0
0,13,7,16,2,15,15,2,13,1
0,9,18,24,2,15,26,3,13,1
0,14,14,16,3,15,32,2,13,1
0,14,11,27,0,15,32,1,14,0
0,13,7,14,2,15,24,1,13,0
0,15,23,20,3,15,21,2,12,0
0,13,9,2,2,15,27,4,13,0
0,14,15,1,3,15,25,1,12,0
0,13,4,29,6,15,22,3,13,0
0,13,12,1,3,15,27,4,13,0
0,13,7,2,3,15,27,3,12,0
0,9,7,20,3,15,21,1,13,0
0,13,11,15,0,15,27,4,13,0
0,13,22,2,0,15,27,4,13,0
0,12,13,17,5,15,25,4,13,0
0,13,8,10,1,15,27,4,13,0
0,12,12,15,2,15,18,3,12,0
0,10,10,23,3,15,29,2,12,0
0,11,4,16,5,15,26,2,13,1
0,10,9,4,4,15,32,4,12,0
0,14,9,4,1,15,21,2,12,0
0,11,8,9,2,15,28,5,12,1
0,13,7,26,2,15,26,1,12,1
0,10,11,17,4,15,23,2,13,0
1,19,7,12,2,15,30,4,18,1
0,15,14,8,2,15,25,3,13,1
0,12,19,13,3,15,19,2,12,0
0,13,4,31,5,15,22,4,12,0
0,14,20,29,3,15,28,2,12,0
0,13,6,25,2,15,24,5,13,0
0,13,3,2,5,15,22,2,13,0
0,13,11,15,3,15,28,3,11,0
0,13,21,20,1,15,26,5,13,0
0,12,16,26,5,15,28,5,13,1
0,11,10,22,5,15,18,2,13,0
0,11,10,17,3,15,24,3,12,1
1,21,11,14,1,15,27,4,19,0
0,14,9,22,2,15,19,1,13,0
0,10,11,6,2,15,23,1,12,0
0,14,6,28,0,15,29,4,11,0
0,11,12,9,4,15,25,3,14,0
1,19,0,13,1,15,18,3,19,1
0,11,11,4,0,15,21,1,12,0
0,13,11,14,5,15,25,5,13,0
1,18,13,16,0,15,31,4,20,1
1,20,18,7,3,15,26,5,19,0
0,13,10,11,3,15,15,2,13,0
0,9,17,17,0,15,14,3,12,0
0,13,10,11,3,15,21,1,12,1
0,14,15,17,0,15,12,4,13,0
0,13,1,12,4,15,27,4,13,0
1,10,22,16,1,15,22,2,10,0
0,12,20,24,2,15,18,2,12,1
0,10,20,26,6,15,17,3,12,1
0,13,16,29,4,15,16,2,13,0
0,12,18,19,3,15,27,3,12,0
0,15,15,18,4,15,32,2,12,0
0,12,3,17,4,15,12,2,13,0
0,11,18,20,2,15,23,2,13,1
1,19,17,18,3,15,31,3,20,1
1,19,12,2,4,15,13,2,18,1
0,13,9,9,4,15,27,4,13,0
0,11,12,18,1,15,21,3,13,1
0,13,16,1,1,15,18,3,13,0
0,12,14,19,3,15,24,2,12,0
1,20,11,6,4,15,22,1,17,1
0,13,23,31,4,15,23,4,13,1
0,14,20,16,2,15,19,1,12,0
0,13,1,19,0,15,27,4,13,0
0,13,16,12,3,15,27,4,13,0
0,13,14,17,4,15,18,5,12,0
0,15,14,19,1,15,21,4,13,0
0,12,17,10,0,15,26,4,12,0
0,13,11,10,2,15,27,4,13,0
0,13,10,24,3,15,15,2,13,0
0,11,6,1,1,15,26,4,12,1
0,14,22,1,2,15,27,4,12,0
0,12,10,3,2,15,24,2,12,0
0,10,13,12,2,15,27,3,12,1
1,19,19,14,0,15,16,2,20,1
0,11,16,14,1,15,20,5,13,0
0,13,14,19,4,15,12,2,12,1
0,12,7,23,1,15,20,3,13,0
0,13,21,29,4,15,22,2,13,0
0,10,17,28,3,15,27,5,12,0
0,11,4,22,1,15,32,1,11,1
0,15,14,11,2,15,24,2,12,0
1,20,10,11,5,15,32,3,21,0
0,11,12,15,1,15,32,2,13,1
0,12,17,20,1,15,23,2,13,1
0,16,0,9,2,15,25,4,12,0
0,14,20,31,3,15,26,5,13,0
0,14,14,23,4,15,25,1,12,0
0,12,4,13,3,15,32,5,11,0
0,12,7,16,4,15,29,3,13,0
0,13,16,28,4,15,30,1,11,1
1,18,16,18,2,15,17,2,18,1
0,13,23,1,1,15,27,4,13,0
0,13,11,5,3,15,20,5,13,0
0,13,3,14,6,15,22,2,13,0
0,12,2,2,2,15,24,4,13,1
1,20,7,4,0,15,26,2,19,1
0,14,7,8,3,15,32,2,13,1
0,14,6,8,2,15,15,2,12,0
0,14,14,3,5,15,32,1,14,0
0,13,20,15,2,15,17,3,13,0
0,13,2,27,1,15,32,4,13,0
0,13,7,31,3,15,22,2,13,0
0,14,14,22,1,15,27,3,13,1
0,13,8,16,2,15,30,4,12,0
0,13,12,4,4,15,25,5,13,0
0,11,16,26,2,15,25,2,12,0
0,11,6,21,1,15,25,3,14,0
0,13,10,11,4,15,15,2,13,0
0,13,12,22,4,15,20,2,12,1
0,12,7,22,2,15,28,2,13,0
0,12,15,23,3,15,23,5,13,0
0,14,17,20,2,15,31,1,14,0
0,13,14,16,2,15,22,3,13,1
1,20,21,7,4,15,31,4,19,1
0,15,18,5,5,15,32,4,15,0
0,13,0,21,4,15,28,3,12,0
1,18,18,13,3,15,27,5,20,1
0,14,4,11,3,15,27,4,13,1
1,17,17,10,0,15,20,1,17,1
0,13,12,21,5,15,26,5,13,0
0,13,10,1,6,15,24,3,12,0
0,13,18,4,3,15,22,2,13,0
0,13,15,19,1,15,25,5,13,0
1,18,10,31,3,15,22,5,19,1
0,13,21,9,1,15,25,5,13,0
0,12,13,27,1,15,21,1,13,0
0,14,22,25,4,15,26,1,12,0
0,15,2,17,2,15,23,4,13,1
0,13,15,4,2,15,27,4,13,0
0,15,3,21,3,15,31,1,13,0
0,12,7,3,4,15,19,2,13,1
0,14,12,16,3,15,27,3,11,1
0,12,14,9,0,15,14,2,12,1
0,12,8,14,2,15,26,1,13,0
0,12,9,7,3,15,32,3,12,1
0,13,18,9,2,15,25,4,13,0
0,12,15,31,0,15,18,1,11,0
0,12,12,14,4,15,22,3,13,0
0,14,1,24,1,15,28,4,12,1
0,12,13,15,0,15,19,3,12,1
0,12,5,13,3,15,21,3,12,1
0,13,9,10,1,15,27,4,13,0
0,13,13,1,4,15,20,2,11,0
0,12,9,3,3,15,20,1,12,1
0,14,2,18,1,15,25,2,14,1
0,12,6,7,1,15,21,4,14,0
1,10,0,15,0,15,22,2,10,0
0,12,8,5,5,15,14,1,12,0
0,12,12,21,1,15,31,3,11,0
0,13,16,29,4,15,16,2,13,0
0,11,7,14,2,15,24,2,13,0
0,15,10,11,4,15,32,4,15,0
0,13,4,1,4,15,19,4,13,0
0,11,9,16,1,15,11,2,12,0
1,20,0,1,0,15,24,3,21,1
0,13,13,13,1,15,27,4,13,0
1,18,14,26,4,15,31,4,19,1
0,11,17,6,1,15,30,4,12,1
0,10,14,31,1,15,20,3,12,1
0,14,5,5,2,15,32,2,13,1
0,13,13,21,0,15,22,1,12,0
0,13,11,25,2,15,26,5,13,0
1,19,13,11,2,15,20,5,21,1
0,11,2,8,2,15,12,4,12,1
0,13,16,15,1,15,9,5,13,0
0,11,14,10,2,15,26,3,13,0
0,13,19,23,2,15,26,5,13,0
0,13,23,4,2,15,22,2,13,0
0,13,21,20,3,15,24,1,13,0
0,13,7,20,2,15,32,1,13,1
0,10,12,20,4,15,21,3,13,0
0,12,23,19,6,15,21,3,12,0
0,13,10,27,1,15,27,4,13,0
0,13,12,17,3,15,27,4,13,0
0,13,11,21,4,15,26,4,11,1
0,12,4,17,3,15,28,3,11,1
0,4,15,8,3,15,15,2,4,0
0,11,15,16,3,15,23,3,13,1
0,14,9,17,3,15,24,2,13,1
1,17,17,1,5,15,27,1,17,1
0,13,7,5,1,15,27,4,13,0
1,19,22,21,3,15,26,2,20,0
0,14,10,19,4,15,25,1,13,1
0,12,6,27,3,15,30,4,11,0
0,11,22,27,2,15,26,1,13,0
0,13,10,27,1,15,22,2,13,0
0,14,9,12,3,15,32,1,14,0
0,13,11,14,5,15,25,2,13,0
1,18,23,30,5,15,15,4,18,1
0,11,12,8,2,15,27,2,12,0
0,11,11,16,4,15,27,1,13,0
1,17,5,9,2,15,10,3,19,1
0,11,11,10,0,15,26,2,12,0
0,13,22,16,4,15,27,4,13,0
0,13,23,15,6,15,27,4,13,0
0,12,18,19,4,15,22,2,12,0
0,13,10,25,4,15,27,4,13,0
1,21,0,23,3,15,30,4,19,1
0,11,7,25,1,15,31,1,12,0
1,22,4,23,0,15,13,3,19,1
0,11,13,20,5,15,31,1,13,0
0,13,11,2,3,15,18,1,13,0
0,11,5,9,5,15,27,3,13,0
0,11,12,5,0,15,27,3,11,0
1,19,14,12,5,15,21,4,21,1
0,14,11,31,2,15,26,3,12,0
1,19,4,13,1,15,23,3,19,1
0,12,14,31,2,15,29,2,12,0
0,13,7,17,4,15,24,3,12,1
0,13,11,7,5,15,15,2,13,0
0,11,13,6,4,15,18,3,13,0
0,10,16,11,0,15,21,3,13,1
0,13,10,20,6,15,27,4,13,0
0,14,7,9,2,15,32,1,14,0
0,13,19,21,2,15,32,3,13,1
0,11,11,31,4,15,24,5,12,0
0,11,16,5,2,15,18,3,13,0
0,9,14,21,1,15,26,3,13,0
0,13,9,19,0,15,29,3,12,0
0,12,11,31,2,15,28,4,11,1
0,10,8,31,2,15,17,2,13,0
0,13,8,11,3,15,15,4,12,0
0,13,14,19,5,15,17,3,13,1
0,13,13,2,4,15,20,4,12,0
0,12,14,8,3,15,25,1,13,0
0,12,7,11,3,15,18,3,12,0
0,13,13,17,5,15,27,4,13,0
0,12,9,9,3,15,29,2,13,1
0,13,14,7,3,15,26,5,13,0
0,11,8,6,2,15,19,2,11,0
0,11,9,15,0,15,26,1,12,0
0,11,17,9,0,15,26,2,12,0
1,20,21,9,1,15,32,4,21,0
0,13,13,11,4,15,27,4,13,0
0,12,2,22,2,15,27,4,12,0
0,13,7,21,5,15,27,3,12,1
0,13,14,15,3,15,18,1,12,0
1,20,17,13,0,15,29,4,19,1
0,12,14,11,1,15,23,2,11,1
0,11,20,1,0,15,16,4,13,0
0,13,9,6,5,15,22,2,13,0
0,10,23,8,4,15,19,4,13,0
0,13,17,2,2,15,20,2,13,1
0,11,13,5,0,15,21,2,12,0
1,20,18,30,0,15,15,3,18,1
0,13,17,18,3,15,27,4,13,0
0,14,17,9,3,15,23,2,13,0
0,12,9,2,2,15,24,1,13,0
0,13,3,2,1,15,27,4,13,0
1,20,16,21,5,15,22,3,19,1
0,10,9,9,1,15,23,3,12,1
0,15,11,24,2,15,25,3,12,0
0,14,15,16,3,15,28,4,11,1
0,14,19,12,3,15,29,3,13,1
0,12,10,17,4,15,25,3,13,0
0,14,10,12,3,15,26,2,11,0
0,13,12,20,6,15,26,5,13,0
0,13,18,4,3,15,22,2,13,0
0,13,8,22,2,15,24,1,12,0
0,13,17,31,5,15,27,4,13,0
0,12,15,30,2,15,23,5,13,0
0,12,4,14,0,15,28,2,12,0
0,13,15,6,5,15,21,4,13,0
0,13,6,31,4,15,28,2,13,0
0,14,8,17,2,15,31,1,14,0
0,13,4,4,3,15,22,2,13,0
0,13,14,1,3,15,30,2,10,1
0,12,18,19,1,15,17,3,13,0
0,11,10,29,6,15,30,3,13,0
0,12,8,21,4,15,26,3,12,0
0,13,11,28,3,15,27,4,13,0
0,10,9,8,3,15,32,2,10,0
0,12,6,15,2,15,26,5,12,1
0,16,11,23,2,15,19,3,13,1
0,13,11,19,3,15,27,4,13,0
0,13,0,31,6,15,22,2,13,0
0,14,9,25,0,15,23,4,12,0
0,12,20,8,3,15,23,3,13,1
0,12,12,22,3,15,27,4,12,0
1,17,6,16,0,15,29,3,21,1
0,14,16,26,1,15,20,3,14,0
0,13,15,23,2,15,22,2,13,0
0,13,13,31,1,15,28,2,14,1
0,15,11,11,3,15,28,1,12,0
0,14,11,9,6,15,20,4,13,0
0,12,14,1,3,15,27,3,12,0
0,12,9,24,2,15,24,1,12,0
0,13,8,30,4,15,27,4,13,0
1,18,13,22,4,15,23,3,20,1
0,12,13,31,4,15,21,5,13,0
0,14,19,21,3,15,16,1,13,1
0,13,10,23,3,15,32,3,12,0
0,12,14,28,3,15,24,2,13,0
0,12,19,21,2,15,24,3,12,0
0,11,9,23,3,15,32,2,12,1
0,15,23,13,1,15,22,3,12,0
0,11,8,6,5,15,26,4,12,0
1,20,13,8,1,15,26,2,19,1
0,10,10,17,1,15,23,1,13,0
1,19,6,8,3,15,22,1,19,1
0,10,6,14,5,15,30,4,12,0
0,13,17,22,1,15,15,2,13,0
0,11,7,13,2,15,31,3,12,0
0,13,3,1,2,15,25,1,11,0
0,11,15,10,2,15,28,4,12,0
0,15,5,13,6,15,18,4,11,0
0,14,13,30,0,15,24,2,13,1
0,9,15,25,3,15,22,2,9,0
0,13,16,26,4,15,27,4,13,0
0,12,7,20,2,15,11,2,12,1
0,13,13,27,1,15,27,4,13,0
0,14,8,29,1,15,32,1,14,0
0,13,12,13,4,15,27,4,13,0
0,11,6,7,0,15,24,4,13,1
1,18,17,19,0,15,32,3,18,1
0,11,17,15,2,15,22,1,12,1
0,11,20,5,0,15,22,1,12,0
0,9,18,17,1,15,32,5,12,0
0,11,10,6,2,15,26,4,12,0
0,13,9,29,1,15,25,3,11,0
0,14,9,5,2,15,22,2,13,0
0,13,18,10,4,15,30,3,12,0
0,12,10,7,4,15,14,1,12,0
0,13,15,13,4,15,27,4,13,0
0,13,3,2,5,15,22,2,13,0
0,10,18,1,1,15,18,3,13,0
0,12,13,23,4,15,23,3,13,0
0,14,17,8,3,15,23,4,14,0
1,22,23,17,0,15,23,5,18,1
1,16,19,8,1,15,25,1,16,0
1,8,22,17,3,15,16,2,8,0
1,21,12,17,1,15,30,1,18,0
0,13,17,18,0,15,30,3,13,0
0,9,7,8,5,15,31,2,13,0
0,13,11,9,2,15,27,4,13,0
0,12,8,11,2,15,24,1,13,0
1,19,11,14,4,15,24,3,21,1
1,20,5,17,1,15,16,3,16,0
0,12,1,28,0,15,22,2,12,0
0,12,14,31,0,15,25,2,12,1
0,10,12,3,1,15,32,4,13,0
0,12,11,1,1,15,28,5,12,1
0,13,1,24,4,15,25,3,13,1
0,12,20,1,2,15,14,1,12,1
0,12,10,22,3,15,27,3,13,0
0,13,16,3,6,15,32,2,14,1
0,15,11,2,3,15,15,3,14,0
0,13,7,14,2,15,26,2,12,0
0,14,14,22,1,15,31,5,12,0
0,12,13,2,5,15,23,5,13,0
0,12,8,17,3,15,20,4,13,0
0,11,7,31,0,15,27,1,12,0
0,13,9,12,3,15,27,4,13,0
0,14,16,19,6,15,23,1,12,0
1,19,13,31,5,15,32,1,22,1
0,13,10,28,5,15,26,5,13,0
0,13,12,6,4,15,27,5,12,0
0,12,14,6,4,15,28,5,11,0
0,13,12,25,6,15,15,2,13,0
